id_fs;lib_fs
977;France services de Bray-sur-Seine
978;France services Amiens Rollin
979;France services Ponthieu - Marquenterre
980;France services Ponthieu-Marquenterre - Antenne de Crécy-en-Ponthieu
981;France services Ponthieu-Marquenterre - Antenne d'Ailly le Haut Clocher
982;France services Roye
983;France services Avre Luce Noye
984;France services Lavaur
985;France services Ségala Tarnais
986;France services l'Escale de la 4C
987;France services Causse
988;France services Puylaurens
989;France services Bourg de Visa
990;France services Caylus
991;France services Saint-Antonin Noble Val
992;France services Quercy Caussadais
993;France services de Montpezat-de-Quercy
994;France services Bonneuil sur Marne
995;France services Plateau Briard
996;France services Champigny République
997;France services Chennevières Rabelais
998;France services Pays de Saint-Gilles Croix de Vie
999;France services Les Trois Moutiers
1000;France services Bulgnéville
1001;France services de Vittel
1003;France services Noyers
1004;France services Saint-Sauveur-en-Puisaye
1006;France services Agglomération de la région de Château-Thierry - Antenne Fère-en-Tardenois
1007;France services Agglomération de la région de Château-Thierry - Antenne Neuilly-Saint-Front
1008;France services Agglomération de la région de Château-Thierry - Antenne Condé-en-Brie
1018;Bus France services Pimms Médiation Sevran
1029;Bus France services Territoire du Douaisis
1038;France services Marseille 3ème - Saint-Mauront
1056;France services Saint-Vit
1057;France services Volvestre - Antenne Montesquieu
1058;France services Volvestre - Antenne Saint Sulpice
1059;France services Volvestre - Antenne de La Haye
1060;France services Volvestre - Antenne de Périers
1062;France services de Gex
1064;France services de Chalamont
1065;France services d’Izernore
1070;France services de la Dombes
1074;France services Vendeuvre-sur-Barse
1077;France services Marigny-le-Châtel
1078;France services de Tuchan
1080;France services de Belvèze-du-Razès
1081;France services de Chalabre
1082;France services de Couiza
1084;France services de Durban-Corbières
1086;France services Campagnac - Lot et Serre
1088;France services Espace Panatois
1089;France services de La Cavalerie
1090;France services Marseille 2ème - Bougainville
1091;France services Marseille 16ème - La Castellane
1092;France services Aureille
1093;France services Marseille 14ème - Massalia
1097;France services de Merville Franceville
1098;France services de Bretteville sur Laize
1099;France services Caumont sur Aure
1100;France services Creully sur Seulles
1101;France services Moyaux
1102;France services Tilly sur Seulles
1103;France services Point Info 14 de Saint-Pierre en Auge
1104;France services de Villers Bocage
1105;France services Cambremer
1107;France services Point Info 14 de Aunay sur Odon
1109;France services d’Orbec
1111;France services Souleuvre en Bocage
1113;France services Morteaux Couliboeuf
1114;France services du Pays Gentiane
1116;France services Champs sur Tarentaine
1117;France services de Saint-Mamet-la-Salvetat
1119;France services de Massiac
1120;France services Vic-sur-Cère
1121;France services de La Rochefoucauld
1122;France services Basseau
1123;France services de Confolens
1124;France services Val de Charente
1125;France services Villefagnan
1126;France services Dignac
1127;France services Marthon
1128;France services Saint-Claud
1131;France services de Chalais
1135;France services Burie
1136;France services Saint-Aigulin
1137;France services Aulnay de Saint-Onge
1140;France services Tonnay-Boutonne
1143;France services Gracay
1144;France services Saint-Satur
1145;France services Sancergues
1146;France services Lignières en Berry
1147;France services Saulzais le Potier
1148;France services Châteaumeillant
1149;France services La Guerche sur l’Aubois
1150;France services Neuvic
1151;France services Marcillac la Croisille
1153;France services Mansac
1154;France services Sainte Féréole
1167;France services Vénarey-les-Laumes
1168;France services Seurre
1169;France services Pouilly-en-Auxois
1170;France services Bligny-sur-Ouche
1174;France services Pays Châtillonnais
1175;France services Nuits Saint-Georges
1176;France services de Jugon Les Lacs
1177;France services Paimpol
1181;France services de Merdrignac
1184;France services Cavan
1189;France services de Mérinchal
1190;France services Genouillac (La Poste)
1191;France services de La Courtine (La Poste)
1192;France services Bonnat
1193;France services Bourganeuf
1194;France services de Saint-Sébastien
1196;France services de Monpazier
1197;France services Saint-Pardoux la Rivière
1198;France services de la communauté de communes Domme-Villefranche-du-Périgord
1205;France services Saint-Hippolyte
1206;France services de l’Isle sur le Doubs
1207;France services Quingey
1208;France services Clerval
1211;France services Taulignan
1212;France services de Sahune / Vallée de l’Eygues
1213;France services Hostun Eymeux
1214;France services Bourdeaux
1215;France services de Séderon
1216;France services de la Gervanne et de la Sye
1218;France services de Brionne
1220;France services de Fleury-sur-Andelle
1226;France services de Mesnil-en-Ouche
1228;France services Brou
1229;France services d'Anet
1231;France services Janville-en-Beauce - Sainville
1232;France services de Bonneval
1233;France services d'Illiers-Combray
1234;France services Les Villages Vovéens - Orgères-en-Beauce
1236;France services Thiron-Gardais
1237;France services Lesneven Côte des Légendes
1238;France services de Lesneven - Côte des Légendes – Antenne de l’Action sociale
1239;France services Poher communauté
1240;France services Audierne Cap Sizun Pointe du Raz
1241;France services du Pays de Landivisiau
1243;France services Haut Pays Bigouden
1244;France services Haute Cornouaille
1245;France services Haut Leon Communauté
1247;France services de Saint-Thegonnec Loc-Eguiner
1251;France services de Santa Maria Sichè
1252;France services Sotta
1253;France services Petreto-Bicchisano
1255;France services de Murato
1256;France services de Galéria
1257;France services Vallon-en-Sully
1259;France services Vergèze
1260;France services l'Oustal - Saint-Jean-du-Gard
1261;France services Barjac
1264;France services de Lasalle
1265;France services Saint-Hippolyte du Fort
1269;France services de Riscle
1270;France services Aignan
1271;France services d’Auch Garros
1272;France services Cazaubon
1274;France services Ambarès-et-Lagrave
1278;France services Barsac
1279;France services Grignols
1280;France services Préchac
1281;France services La Cabane à Projets/Créonnais
1282;France services Pellegrue
1283;France services Castelnau-de-Médoc
1284;France services Pimms Médiation de Bordeaux
1286;France services Claret
1289;France services Saint-Gervais-sur-Mare
1290;Bus France services Sud-Hérault
1294;France services Olonzac
1295;France services Roujan
1296;France services Olargues
1297;France services Frontignan
1304;France services Saint-Gaultier
1305;France services Bélâbre
1306;France services Écueillé
1307;France services de Neuvy-Saint-Sépulchre
1308;France services Reuilly
1309;France services Sainte-Sévère-sur-Indre
1310;France services de Tournon-Saint-Martin
1311;France services Éguzon-Chantôme
1312;France services Montbazon
1313;France services Montrésor
1314;France services Neuillé Pont Pierre
1315;France services Avoine
1316;France services Cheillé
1317;France services du Bouchardais
1319;France services La Côte Saint André
1320;France services de Pont-en-Royans
1321;France services Roybon
1324;France services Les Echelles - Les Deux Guiers
1325;France services Orgelet
1326;France services Bletterans
1329;France services Arcade Morez
1330;France services Valensole
1333;France services de Moustiers-Sainte-Marie
1335;France services Seyne les Alpes
1336;France services La Motte du Caire
1337;France services Annot
1342;France services de Saint-Julien-en-Born (La Poste)
1344;France services Saint-Aignan
1345;France services Lamotte Beuvron
1346;France services Herbault
1347;France services Mennetou-sur-Cher
1348;France services Ouzouer-le-Marché
1349;France services Morée
1350;France services Droué
1351;France services Bracieux
1352;France services Neung-sur-Beuvron
1354;France services Saint-Just-en-Chevalet
1355;France services Charlieu - Pouilly-sous-Charlieu
1358;France services Saint-Germain Laval
1359;France services Paulhaguet
1360;France services Fay-sur-Lignon
1364;France services Neuville-aux-Bois
1365;France services de Courtenay
1368;France services Bonny-sur-Loire
1369;France services Château-Renard
1370;France services La Ferté-Saint-Aubin
1371;France services de Luzech
1372;France services de Limogne-en-Quercy
1373;France services de Castelnau-Montratier
1374;France services de Lalbenque
1375;France services Montcuq-en-Quercy-Blanc
1376;France services d’Assier
1377;France services Castillonnès
1381;France services Ingrandes - Le Fresne sur Loire
1382;France services de Baugé-en-Anjou
1383;France services de Noyant-Villages
1387;France services du Champsaur-Valgaudemar
1388;France services Le Dévoluy
1391;France services Bréhal
1392;France services La Haye
1393;France services Montmartin-sur-Mer
1394;France services Saint-Sauveur-Villages
1396;France services Bazancourt
1397;France services Tours-sur-Marne
1398;France services Anglure
1399;France services Esternay
1400;France services Courtisols
1402;France services Rolampont
1405;France services Lassay Les Châteaux
1407;France services d'Audun le Roman
1408;France services Auboué
1410;France services de Bayon
1411;France services de Villers la Montagne
1412;France services de Nomeny
1413;France services Ancemont
1414;France services Fresnes-en-Woëvre
1415;France services Dun sur Meuse
1416;France services Vigneulles les Hattonchâtel
1417;France services Damvillers
1421;France services Cléguérec
1422;France services EREF Riantec-Gâvres-Locmiquélic-Port-Louis
1423;France services Arc Sud Bretagne
1425;France services La Trinité-Porhoët et Bus France Services ICI PLO.Com
1427;France services Belle-Ile-en-Mer
1428;France services Josselin
1429;France services Ancy-Dornot
1431;France services Delme
1433;France services Lorquin
1434;France services Dabo
1436;France services d’Albestroff
1438;France services intercommunale de Magny-Cours
1441;France services Intercommunale de Prémery
1443;France services de Mortagne du Nord (La Poste)
1449;France services Cassel
1453;France services Pimms Médiation de Nice - Ariane
1454;France services Les Hauts de Vallauris
1456;France services Maison du département de Saint-Sauveur sur Tinée
1457;France services L’Escarène
1458;France services Nice Pasteur
1459;France services itinérante de Villars-sur-Var
1463;France services Le Mêle sur Sarhe (La Poste)
1466;France services Putanges le Lac (La Poste)
1467;France services Longny au Perche
1468;France services Moulins-la-Marche
1470;France services de Juvigny Val d’Andaine
1471;France services Mortagne-au-Perche
1482;France services d’Hucqueliers
1489;France services Randan
1490;France services Manzat
1492;France services La Gauthière
1493;France services de Lembeye
1495;France services Mazeres-Lezons
1496;France services Béarn des Gaves
1498;France services Thèze
1500;France services Tardets-Sorholus
1501;France services de Nay
1502;France services Serres-Castet
1503;France services de Vernet les Bains (La Poste)
1504;France services Saillagouse (La Poste)
1505;France services d’Estagel
1506;France services de Saint Paul de Fenouillet (La Poste)
1508;France services Les Angles (La Poste)
1510;France services Prades-Olette
1523;France services Le Cheylard (La Poste)
1524;France services Jaujac
1525;France services Vallon Pont d'Arc
1526;France services de Saint Félicien
1527;France services Antraigues
1528;France services Serrières
1529;France services Les Ollières-sur-Eyrieux
1530;France services Coucouron
1531;France services Largentiere
1532;France services Grospierres
1533;France services Lachamp Raphaël
1534;France services Alboussière
1535;France services Saint-Etienne de Lugdarès
1536;France services Valgorge
1537;France services Les Vans
1538;France services La Voute sur Rhône
1539;France services Joyeuse
1542;France services de Scey sur Saône et Saint-Albin
1546;France services de Marnay
1547;France services Hauts du Val de Saône
1548;France services Faverney - Terres de Saône
1549;France services Gray
1550;France services de Mervans
1551;France services Epinac
1554;France services de Cormatin
1555;France services Saint-Sernin
1556;France services Saint-Etienne-en-Bresse
1557;France services Pôle de proximité Etang sur Arroux
1558;France services Sainte Croix en Bresse
1559;France services de Saillenard
1560;France services d’Ecuisses
1561;France services de Salornay
1562;France services Villeneuve en Perseigne
1564;France services Noyen sur Sarthe
1565;France services La Chartre sur le Loir
1566;France services Marolles-les-Braults
1568;France services Centre social des Quartiers Sud du Mans
1569;France services Versants d'Aime
1570;France services Modane
1571;France services Saint Genix les Villages
1572;France services Bozel
1573;France services de Novalaise
1574;France services Courchevel
1579;France services Val-d'Arc
1581;France services Flumet
1582;France services La Lechère
1583;France services Association d'Animation du Beaufortain
1585;France services Val d'Isère
1586;France services de Frangy
1587;France services Abondance
1588;France services Valmont
1589;France services Etretat
1593;France services de Buchy
1594;France services Jumièges
1595;France services Sahurs
1596;France services Espace Multi Services Fontaine-le-Dun
1598;France services Marne et Gondoire
1601;France services Avon
1602;France services Juilly
1604;France services Deux Morin
1608;France services Brioux-sur-Boutonne
1615;France services Roisel
1618;France services d'Oisemont
1623;France services de Dourgne
1624;France services de Brassac
1626;France services de La Ville-Dieu-du-Temple
1627;France services de Villebrumier
1631;France services Saint-Julien le Montagnier
1632;France services La Garde Freinet
1633;France services Montmeyan
1634;France services Le Thoronet
1635;France services Solliès-Pont
1636;France services Comps sur Artuby
1637;France services Callas
1638;France services Rians
1639;France services Barjols
1641;France services Mérindol
1643;France services Cucuron
1648;France services de Mirecourt
1649;France services de Raon l'Etape
1650;France services Le Thillot
1651;France services de Lamarche
1652;France services de Senones
1654;France services de Thaon-les-Vosges
1655;France services Le Val d'Ajol
1656;France services de Saint-Dié-des-Vosges
1658;France services de Charmes
1659;France services de Darney
1660;France services de Girancourt
1661;France services Monthureux-sur-Saône
1662;France services de Provenchères et Colroy
1663;France services Villeneuve l'Archevêque
1667;France services Tonnerre
1668;France services du Sivom du Nord Senonais
1669;France services Champignelles
1670;France services Châtel-Censoir
1671;France services Vermenton
1672;France services de Quarré-les-Tombes
1673;France services Massat
1676;France services de Daumazan-sur-Arize
1677;France services Boissy sous Saint-Yon
1678;France services Colombes - Louis Aragon
1679;France services Pierrefitte
1680;France services Saint-Ouen (La Poste)
1682;France services de Nesles-la-Vallée
1684;France services de Sandy Ground
1685;France services de Quartier d’Orléans
1686;France services La Desirade
1687;France services Terre-de-Haut
1688;France services Terre de Bas
1689;France services Oisans - Antenne d'Allemond
1690;France services Tonnay-Charente - Antenne de Cabariot
1691;France services Tonnay-Charente - Antenne de Muron
1692;France services Tonnay-Charente - Antenne de Champagne
1693;France services Tonnay-Charente - Antenne de Lussant
1694;France services Tonnay-Charente - Antenne de Saint-Jean-d'Angle
1695;France services Tonnay-Charente - Antenne de Saint Nazaire sous Charente
1696;France services Tonnay-Charente - Antenne de Saint Hippolyte
1697;France services Hérault Méditerranée
1698;France services Hérault Méditerranée - Florensac
1699;France services Hérault Méditerranée - Nézignan-l’évêque
1700;France services Hérault Méditerranée - Montagnac
1701;France services Hérault Méditerranée - Pézenas
1702;France services Hérault Méditerranée - Pinet
1703;France services Hérault Méditerranée - Portiragnes
1704;France services Hérault Méditerranée - Saint-thibéry
1705;France services Hérault Méditerranée - Vias
1706;France services Pays de Pontchâteau - Antenne de Saint-Gildas-des-Bois
1707;France services Beauvezer
1709;France services Tréguier - Antenne de Penvenan
1710;France services Tréguier - Antenne de Pleudaniel
1713;France services Vireux Molhain
1716;France services de Lusignan
1717;France services de Mirande
1718;France services Relais Familles d'Azerailles
1719;France services Dun sur Auron
1723;France services Haut-Bugey Plateau d’Hauteville
1724;France services de Beauséjour
1725;France services Luz-Saint-Sauveur
1726;Bus France services Saint-Quentin
1727;France services Villeneuve-sur-Aisne
1728;France services Liesse-Notre-Dame
1729;France services Vervins
1730;Bus France services Nice mobile
1731;France services Menton
1732;France services Chaource
1733;France services Saint-Santin
1734;France services Rivière-sur-Tarn
1735;France services Marseille 15ème - La Savine/Kallisté/La Solidarité
1736;France services d'Istres
1737;France services Caen Chemin Vert
1738;France services Caen Gueriniere
1739;France services Jarnac
1740;France services Coeur de Saintonge
1741;France services Rochefort
1742;France services Matha
1743;France services Mehun sur Yèvre
1744;France services Perpezac-le-Noir
1745;Bus France services du Kreiz Breizh
1746;France services Binic-Etables sur Mer
1747;France services Château L’Evêque
1748;France services Sorges-et-Ligueux en Périgord
1749;France services La Force
1750;France services Morteau
1751;France services Russey
1752;France services CCAS de Val-de-Reuil
1753;France services Espace information médiation – SNA
1754;France services Plouarzel
1755;France services Le Mirail
1756;France services Cazeres
1757;France services Isle en Dodon
1758;France services Boulogne sur Gesse
1759;France services Le Teich
1760;France services Gutenberg-Grabels
1761;France services APIJE - Etang de Thau
1762;France Services association Maison René Cassin Accès Droit et Médiation
1763;France services Bretagne Porte de Loire Communauté
1764;Bus France services Pimms Médiation Rennes
1765;France services Communauté de communes Vallons de Haute Bretagne - Guichen
1766;France services Communauté de communes Vallons de Haute Bretagne-Val d’Anast
1767;France services Communauté de communes du Pays de Châteaugiron
1768;France services de Le Blanc
1769;France services Buzançais
1770;France services Centre social Olympe de Gouges
1771;France services Jura Sud
1772;France services Pays des Lacs
1773;France services MSA - Parentis-en-Born
1774;France services Montrichard
1775;France services Boën-sur-Lignon
1776;France services Nort sur Erdre
1777;France services Ancenis-Saint-Géréon
1778;France services Pays de Colombey
1779;France services Clermont en Argonne
1780;France services Spincourt
1781;France services Boulay
1782;France services Arleux
1783;France services de Bailleul
1784;France services Douai Frais Marais
1785;Bus France services du Cambrésis
1786;France services Aulnoy-lez-Valenciennes
1787;France services Landrecies
1788;France services Fresnes sur Escaut
1789;France services Aniche
1790;France services Songeons
1791;France services Formerie
1792;France services Argentan
1793;France services Itinérante du Bocage Ornais
1794;France services du Sud-Artois
1795;France services d’Audruicq
1796;Bus France services MSA Pays Montreuillois
1797;France services Herment
1798;France services Pau - Complexe de la République
1799;France services Lourdes
1800;France services Thuir
1801;France services Céret
1802;Bus France services Lavoisier Brustlein
1803;France services Munster
1804;France services Soultz
1805;France services Ribeauvillé
1806;France services Neuf-Brisach
1807;France services Maison du Rhône de Chaponost
1808;France services Maison du Rhône de Beaujeu
1809;France services Saint-Léger-sur-Dheune
1810;France services Saint-Désert
1811;France services Le Creusot
1812;France services Cuisery - Terres de Bresse
1813;France services Bulle de Vie
1814;France services Centre social de Champagné
1815;France services Communauté de communes Orée de Bercé bélinois
1816;France services du Plateau
1817;France services du Territoire Saint-Romain de Colbosc
1818;France services Yvetot - Normandie
1819;France services du Territoire Criquetot l'Esneval
1820;Bus France services Espace numérique 27
1821;France services Arobase la Maison du Numérique
1822;France services Centre social et culturel Les Airelles de Roissy-en-Brie
1823;France services Provins
1824;France services Meaux
1825;France services Coulommiers
1826;France services PADA@ (Point d’Aide aux Démarches Administratives)
1827;France services Lezay
1828;France services La Mothe Saint-Héray
1829;France services Chef-Boutonne
1830;France services l'Absie
1831;France services Péronne
1832;France services Aussillon
1833;France services Saint-Pierre-de-Trivisy
1834;Bus France services « Massif des Maures »
1835;France services Salernes
1836;Bus France services Aygues Ouvèze en Provence
1837;France services Chauvigny
1838;France services Saint-Martin La Pallu
1839;Bus France services Pimms Médiation Ambazac
1840;France services Saint-Leonard-de-Noblat
1841;France services CCAS de Migennes
1842;France services Corbeil-Essonnes - Les Tarterêts
1843;France services Marolles en Hurepoix
1844;France services Chaville
1845;France services Villeneuve-Saint-Georges
1846;Bus France services CIAS de la Communauté de communes Carnelle Pays-de-France
1847;Bus France services Association Creative - Garges les Gonesses
1848;France services Les Abymes - Espace René Elie
1850;France services Saint-Philippe
1851;France services du 23éme
1852;France services Communauté de communes de Petite-Terre
1853;France services Andernos
1854;France services Laboratoire social d’Autun
1855;France services Pimms Médiation La Clayette
1856;France services Association du Numérique Bollène
1857;France services Crécy-la-Chapelle
1858;France services Fumay
1859;France services Givet
1860;Bus France Services Réolais en Sud Gironde / APEFEM
1861;France services Le Pontet
1862;France services Leognan
1863;France services de la  Montagne Noire
1864;France services de Montfermeil
1865;France services Mortain-Bocage
1866;France services Periers
1867;France services Centre social La Source
1868;France services Saint-André de Cubzac
1869;France services Saint-Sulpice La Pointe
1870;France services APCIS
1871;France services Trois Rivières
1872;France services Point Info 14 de Valdallière
1873;France services Valdessos
1874;Bus France services Pimms Médiation Brest
1875;Bus France services Concarneau Cornouailles Agglomération
1876;France services de la Côtière
1877;France services Guise
1878;France services de Pont d’Ain
1879;France services Saint-Simon
1880;France services Centre social La Passerelle - Carros
1881;France services Maison du département itinérante - Nice
1882;France services Meysse
1883;France services Lusigny-sur-Barse
1884;France services Luc La Primaube
1885;Bus France services d'accès aux droits EPISEC - Marseille
1886;France services Marseille 10ème - Centre social de la Capelette
1887;France services Pôle de proximité La Ruche - Salon-de-Provence
1888;France services Port de Bouc
1889;France services Point Info 14 de Trouville
1890;France services L’Isle d’Espagnac
1891;France services La Couronne
1892;Bus France services Vierzon Sologne Berry
1893;France services Plélo
1894;France services Plouaret
1895;France services Plouha
1896;France services de la communauté de communes Bastides Dordogne Périgord
1897;France services de la communauté de communes Portes Sud Périgord
1898;France services Rougemont
1899;France services Marchaux-Chaudefontaine
1900;France services Mouthe
1901;France services Pont-de-l’Arche
1902;France services Gisors
1903;France services Tremblay-les-Villages
1904;France services Châteauneuf-en-Thymerais
1905;Bus France services Pimms Médiation Brest - Zones Rurales Morlaix Sud
1906;France services Le Vigan
1907;France services Baziege
1908;France services Samatan
1909;France services Jegun
1910;France services La Fabrique citoyenne – Floirac
1911;Bus France services Grand Saint-Émilionnais
1912;France services Mauguio
1913;France services Cournonterral
1914;France services Castelnau-le-Lez
1915;France services Châteaubourg
1916;France services La Riche - Equinoxe
1917;Bus France services Pimms Médiation Grenoble
1918;France services Veillevigne
1919;France services Châtillon Coligny
1920;France services Meung-sur-Loire
1921;France services Chaises - Saint-Jean de la ruelle
1922;France services Val de Sully
1923;France services Sainte-Livrade-Sur-Lot
1924;France services Haut-Agenais-Périgord
1925;France services La Canourgue
1926;France services Le Lion d’Angers
1927;France services Mauges-sur-Loire
1928;France services Marigny-le-Lozon
1929;France services Metzervisse
1930;Bus France services La Charité-sur-Loire
1931;France services de Dornes
1932;France services de Gouzeaucourt
1933;France services Interfaces Lille Faubourg de Béthune
1934;Bus France services Senlis
1935;France services La Vallée Dorée
1936;France services La Chapelle-aux-Pots
1937;France services Sainte Gauburge Sainte Colombe
1938;Bus France services Gouffern en Auge
1939;Bus France services Pimms Médiation Lens
1940;France services Pimms Médiation Arras
1941;France services Saint-Dier d’Auvergne
1942;France services Arthez de Béarn
1943;France services Wittenheim
1944;France services Sierentz
1945;France services Faucogney et la Mer
1946;France services Saulnot
1947;France services Melisey
1948;France services Pimms Médiation Marcigny
1949;France services de Charolles
1950;France services Rumilly
1951;France services Eu
1952;France services Campagne de Caux
1953;Bus France services Le Havre - AHAM
1954;Bus France services Espace numérique Fodeno - Le Havre
1955;Bus France services Espace numérique - Dieppe - Blanby-sur-Bresle
1956;Bus France services Clips Formation - Lillebonne
1957;France services Châtelet-en-Brie
1958;France services Rozay-en-Brie
1959;France services Chelles
1960;Bus France services Pimms Médiation Nemours
1961;France services Pimms Médiation Yvelines - Saint-Cyr-l'Ecole
1962;France services Echiré
1963;France services Celles-sur-Belle
1964;France services Vabre
1965;France services Castelsarrasin
1966;France services départemental 82
1967;Bus France services Moissac-Confluences
1968;France services Draguignan
1969;France services Bandol
1970;France services Le Beausset
1971;France services Caderousse
1972;France services Morières les Avignon
1973;France services Pertuis
1974;France services Pays de Remiremont
1975;Bus France services Auxerre
1976;France services Epinay-sous-Sénart
1977;France services Vigneux sur Seine
1978;France services Viry Châtillon
1979;France services Bourg-la-Reine
1980;France services Drancy - quartier Avenir
1981;France services Point d'accès au droit de Bondy
1982;France services Centre socioculturel Jacques Prévert - Gagny
1983;France services Centre Social et Culturel Anne Frank
1984;France services Centre Social Michel Catonné – Boissy-Saint-Léger
1985;France services Saint-Maurice
1986;France services CCAS Domont
1987;France services Saint-Pierre
1988;France services Village Desprez
1989;France services Les Abymes - Lacroix
1990;France services Floréal - Fort-de-France
1991;France services Plateforme des services publics
1992;France services Montsinéry-Tonnegrande
1993;France services Bonifacio
1994;France services Rémire-Montjoly
1995;France services Vouziers
1996;France services Liart
1997;France services Maubert-Fontaine
1998;France services La Fère
1999;Bus France services département de la Moselle
2000;France services Dos d'Âne - La Possession
2001;France services Alata
2002;France services de Miélan
2004;France services multi-sites de la Vallée Française – Site de Saint-Etienne
2005;France services multi-sites de la Vallée Française - Antenne de Saint-Germain-de-Calberte
2006;France services multi-sites de la Vallée Française
2009;France services Rouillacais
2010;Bus France services Bocage bourbonnais
2011;France services de Saint-Germain-des-Fossés
2013;France services Oraison
2014;France services de La Saulce
2015;France services Maison des Alpes Maritimes de Grasse
2016;France services by MSA Marne-Ardennes-Meuse
2017;France services de Varilhes
2018;France services Mairie de Vezins de Lévézou
2019;France services Vitrolles
2020;France services Point Info 14 de Le Molay-Littry
2021;France services Neuvéglise-sur-Truyère
2022;France services Champagne Mouton
2023;Bus France services du Ruffecois
2024;France services Saujon
2025;France services Surgeres
2027;France services Sainte-Fortunade
2028;France services de Seilhac
2029;France services Peyrelevade
2030;France services Meymac
2031;France services de Callac
2032;France services Caulnes
2033;France services d'Évran
2034;France services de Pléneuf-Val-André
2035;Bus France services de Plouasne
2036;Bus France services Lanvollon-LAC
2037;France services de Rostrenen
2038;France services de Vergt
2039;France services Bergerac
2040;France services Levier
2041;Bus France services Pimms Médiation Portes de Provence
2042;France services de Mesnils-sur-Iton
2043;France services de Louviers – Centre social la Chaloupe
2044;France services de Conches-en-Ouche
2045;France services de Courville-sur-Eure
2046;Bus France services Presqu’île de Crozon Aulne maritime
2047;France services Toulouse-Pradettes
2048;France services de Portet sur Garonne
2049;France services de l’Isle Jourdain
2050;France services Ganges
2051;France services Béziers - Centre Ville
2052;France services La Grande Motte
2053;France Services Itinérante du Clermontais
2054;France services de Couesnon Marches de Bretagne
2055;France services ESPACE 2eco
2056;France services Chatillonnais en Berry
2057;Bus France services Pimms Médiation Grenoble - ZR
2058;France services Heyrieux
2059;France services Saint-Claude
2060;France services du Finage
2061;Bus France services du Grand Dax
2062;France services de Guéméné-Penfao
2063;France services de Vallet
2064;France services Itinérant VGA
2065;France services des Marmandais
2066;France services de Penne d'Agenais Agora
2067;France services d’Allonnes
2068;France services Epernay- Quartier Bernon
2069;France services de Froncles
2070;France services Mayenne
2071;France services de Landivy
2072;France services du Pays de Château Gontier – secteur Est
2073;France services de Saint-Nicolas de Port - Espace DEFIS
2074;France services de Lunéville
2075;France services de Baud Communauté
2076;France services de Fameck
2077;France services de Vigy
2078;France services Orne Moselle
2079;Bus France services des Flandres
2080;France services de La Capelle les Boulogne
2081;France services Pays de Volvic
2082;France services Brassac-les-Mines
2083;France services Gan
2084;France services Amikuze
2085;France services de Torreilles
2086;France services Canet en Roussillon
2087;France services Le Soler
2088;France services Hanau-La Petite Pierre
2089;France services de Brumath
2090;France services Pimms Médiation Cours
2091;France services Maison du Rhône de Genas
2092;France services CC Sud Est Pays Manceau
2093;France services du Centre Social Lares
2094;France services Bourg-Saint-Maurice
2095;France services des Vallées de Thônes
2096;France services Glières-Val-de-Borne
2097;France services – sous-préfecture de Thonon-les-Bains
2098;France services de Bressuire
2099;France services Gamaches
2100;Communauté de communes Vaison Ventoux
2101;France services de l’Ile de Noirmoutier
2102;Bus France services de La Blaiserie
2103;France services des 3 Cités
2104;France services de Gençay
2105;France services Saint-Genest-sur-Roselle
2106;France services Châtenois
2107;France services de Sens Hôtel-de-Ville
2108;France services d’Égriselles-le-Bocage
2109;France services Maison de l’Essonne de Bretigny-sur-Orge
2110;France services de Levallois-Perret
2111;France services d'Ermont - Maison communale des solidarités
2112;France services Pôle Prévention Insertion Médiation Engagement citoyen
2113;France services Cyber base du Bourg Lamentin
2114;France services Cyber base des Trois Ilets
2115;France services Kamalaguli (La Poste)
2116;France services Sada
2117;France services Nogent-sur-Seine
2118;France services de Miramas
2119;France services de Marignane
2120;France services La Tremblade
2121;France services Dunkerque - Petite Synthe
2122;France services Saultain
2123;France services La Chapelle d'Armentières
2124;France services Maubeuge-sous-le-bois
2125;France services Abscon
2126;France services du Vexin-Thelle
2127;France services Les portes de l’Ile-de-France
2128;France services de La-Celle-Saint-Cloud
2129;Bus France services Pimms Médiation - Noisy Le Grand
2130;France services Centre Arc-en-ciel Dugny
2131;France services de Valenton - Relais Social Point Justice
2132;Bus France services Justibus
2133;France services de Cayenne
2134;Bus France services Les Pictons
2135;Bus France services Solibus
2136;France services Communauté de communes Bléré Val de Cher - Antenne Centre Socio-Culturel de Bléré
2137;France services Livron - Antenne de Loriol
2138;France services des Marmandais - Antenne de Marmande
2139;France services Entre-deux-Guiers
2140;France services d’Épinac - Antenne de Couches
2141;France services de Royan
2142;France services de la Castagniccia-Casinca
2143;France services CIJ de Laon
2144;France services d’Oulchy-le-Château
2145;France services de Villers-Cotterêts
2146;France services Montluçon
2147;France services Marianne
2148;France services Brienne-le-Château
2149;France services Seine et Aube
2150;France services d'Alzonne
2151;France services de Peyriac Minervois
2152;France services de Sallèles d'Aude
2153;France services de Villemoustaussou
2154;France services d’Allauch - Plan de Cuques
2155;France services d’Aubagne
2156;France services de Maussane-les-Alpilles
2157;France services d’Hérouville Saint-Clair
2158;France services de Chasseneuil-sur-Bonnieure
2159;France services Effervescentre
2160;France services Mireuil de la Rochelle
2161;France services île d’Oléron
2162;France services Saint-Florent sur Cher
2163;France services de Ruffey les Beaune
2164;France services de Saint-Jean de Losne
2165;France services de Ploumagoar-Pabu-Plouisy
2166;Bus France services Communauté de communes Marche et Combraille en Aquitaine
2167;France services du Bugue
2168;France services Ribérac
2169;France services du Pays de Saint Aulaye
